signer,pool,total_profit,attack_count
TAPNDP5dFr9Vp47DFuddRxNVYmjUqgh8boiUrWFgMqi,BisonFi,0.1619999999999999,1
TAPNDP5dFr9Vp47DFuddRxNVYmjUqgh8boiUrWFgMqi,SolFiV2,0.099,1
TAPNDP5dFr9Vp47DFuddRxNVYmjUqgh8boiUrWFgMqi,TesseraV,0.0809999999999999,1
TAPNDP5dFr9Vp47DFuddRxNVYmjUqgh8boiUrWFgMqi,ZeroFi,0.018,1
V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,HumidiFi,0.207,1
V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,ZeroFi,0.099,1
V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,SolFiV2,0.036,1
V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,GoonFi,0.027,1
V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,TesseraV,0.027,1
V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,BisonFi,0.018,1
XndwnW9XivrgwhuccqVY73FBfCtMfN5F8XB61bFJk5s,HumidiFi,0.054,1
XndwnW9XivrgwhuccqVY73FBfCtMfN5F8XB61bFJk5s,TesseraV,0.027,1
YubFizptp3MXUAtZmqkRS9DyCkMeZaVwiaRCGBTxayo,HumidiFi,0.009,1
YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,HumidiFi,13.716,1
YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,BisonFi,2.079,1
YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,TesseraV,0.351,1
YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,GoonFi,0.3239999999999999,1
YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,SolFiV2,0.171,1
YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,ZeroFi,0.09,1
YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,HumidiFi,4.86,1
YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,GoonFi,0.144,1
YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,BisonFi,0.108,1
YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,SolFiV2,0.09,1
YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,TesseraV,0.0809999999999999,1
YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,ZeroFi,0.054,1
YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,HumidiFi,2.9160000000000004,1
YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,GoonFi,0.063,1
YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,TesseraV,0.045,1
YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,BisonFi,0.018,1
YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,SolFiV2,0.018,1
YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,ZeroFi,0.009,1
a23gHknrH37ZsaoYWUYf44d6rYbsVH1Ny3YubpNQTpx,HumidiFi,0.009,1
avg1twbiWyaGiaw8o7gF9uYho5CvBRSwt6xJZuEZuME,HumidiFi,0.027,1
b23Ke4utbwr1WcY8onbybJbNQghkNs7RrEC9f69VbJW,HumidiFi,0.09,1
b23Ke4utbwr1WcY8onbybJbNQghkNs7RrEC9f69VbJW,GoonFi,0.063,1
b23Ke4utbwr1WcY8onbybJbNQghkNs7RrEC9f69VbJW,BisonFi,0.054,1
b23Ke4utbwr1WcY8onbybJbNQghkNs7RrEC9f69VbJW,SolFiV2,0.027,1
datouWbnKthiYdWN3K2kypTs5YoykXSekSQVmDPoeo6,HumidiFi,0.639,1
datouWbnKthiYdWN3K2kypTs5YoykXSekSQVmDPoeo6,TesseraV,0.18,1
datouWbnKthiYdWN3K2kypTs5YoykXSekSQVmDPoeo6,BisonFi,0.027,1
datouWbnKthiYdWN3K2kypTs5YoykXSekSQVmDPoeo6,GoonFi,0.027,1
datouWbnKthiYdWN3K2kypTs5YoykXSekSQVmDPoeo6,SolFiV2,0.027,1
enzog436vHy38bMhNR9XDENrvhxPK7y8wBQri852rhG,HumidiFi,2.61,1
enzog436vHy38bMhNR9XDENrvhxPK7y8wBQri852rhG,BisonFi,0.288,1
enzog436vHy38bMhNR9XDENrvhxPK7y8wBQri852rhG,GoonFi,0.063,1
enzog436vHy38bMhNR9XDENrvhxPK7y8wBQri852rhG,SolFiV2,0.036,1
enzog436vHy38bMhNR9XDENrvhxPK7y8wBQri852rhG,TesseraV,0.027,1
foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,HumidiFi,1.908,1
foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,BisonFi,0.495,1
foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,GoonFi,0.018,1
foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,SolFiV2,0.009,1
foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,TesseraV,0.009,1
foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,ZeroFi,0.009,1
gasTzr94Pmp4Gf8vknQnqxeYxdgwFjbgdJa4msYRpnB,HumidiFi,0.054,1
gasTzr94Pmp4Gf8vknQnqxeYxdgwFjbgdJa4msYRpnB,TesseraV,0.018,1
gasTzr94Pmp4Gf8vknQnqxeYxdgwFjbgdJa4msYRpnB,GoonFi,0.009,1
gasTzr94Pmp4Gf8vknQnqxeYxdgwFjbgdJa4msYRpnB,ZeroFi,0.009,1
ggEzRKFZz4V7wU6mizcUrMqHNB5ptQsLT7sxRkyoe4e,HumidiFi,0.126,1
ggEzRKFZz4V7wU6mizcUrMqHNB5ptQsLT7sxRkyoe4e,BisonFi,0.054,1
ggEzRKFZz4V7wU6mizcUrMqHNB5ptQsLT7sxRkyoe4e,SolFiV2,0.018,1
ggEzRKFZz4V7wU6mizcUrMqHNB5ptQsLT7sxRkyoe4e,TesseraV,0.009,1
gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,BisonFi,0.009,1
gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,HumidiFi,0.009,1
han5oo9sy98473nuWU7PwkdgpJVFvQEQ14S5CCdbeYQ,HumidiFi,2.3040000000000003,1
han5oo9sy98473nuWU7PwkdgpJVFvQEQ14S5CCdbeYQ,BisonFi,0.315,1
han5oo9sy98473nuWU7PwkdgpJVFvQEQ14S5CCdbeYQ,GoonFi,0.018,1
han5oo9sy98473nuWU7PwkdgpJVFvQEQ14S5CCdbeYQ,SolFiV2,0.009,1
han5oo9sy98473nuWU7PwkdgpJVFvQEQ14S5CCdbeYQ,TesseraV,0.009,1
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,HumidiFi,0.0809999999999999,1
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,SolFiV2,0.027,1
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,BisonFi,0.009,1
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,GoonFi,0.009,1
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,TesseraV,0.009,1
jMjhRzuVvkeKxDQDoLJJgcgc3brmBRPzizgJxZANAUU,HumidiFi,0.18,1
jMjhRzuVvkeKxDQDoLJJgcgc3brmBRPzizgJxZANAUU,GoonFi,0.117,1
jMjhRzuVvkeKxDQDoLJJgcgc3brmBRPzizgJxZANAUU,BisonFi,0.036,1
jMjhRzuVvkeKxDQDoLJJgcgc3brmBRPzizgJxZANAUU,TesseraV,0.018,1
k1bWgJv1fdVMCqgDM2jkEfhEzKW7XgGpj8vGGKjgSnJ,HumidiFi,0.333,1
k1bWgJv1fdVMCqgDM2jkEfhEzKW7XgGpj8vGGKjgSnJ,BisonFi,0.09,1
k2btrGEvdgv7UmgVbD7Phci9EGWCo9QPU6T7yga9xs9,TesseraV,0.153,1
k2btrGEvdgv7UmgVbD7Phci9EGWCo9QPU6T7yga9xs9,BisonFi,0.09,1
k2btrGEvdgv7UmgVbD7Phci9EGWCo9QPU6T7yga9xs9,HumidiFi,0.063,1
k2btrGEvdgv7UmgVbD7Phci9EGWCo9QPU6T7yga9xs9,GoonFi,0.045,1
k2btrGEvdgv7UmgVbD7Phci9EGWCo9QPU6T7yga9xs9,SolFiV2,0.018,1
k3bS5WfZ5P2NTgkVSwdbVrveYc25iXiEHYfZfVruBGq,TesseraV,1.602,1
k3bS5WfZ5P2NTgkVSwdbVrveYc25iXiEHYfZfVruBGq,HumidiFi,1.0619999999999998,1
k3bS5WfZ5P2NTgkVSwdbVrveYc25iXiEHYfZfVruBGq,ZeroFi,0.072,1
k3bS5WfZ5P2NTgkVSwdbVrveYc25iXiEHYfZfVruBGq,GoonFi,0.045,1
k3bS5WfZ5P2NTgkVSwdbVrveYc25iXiEHYfZfVruBGq,BisonFi,0.036,1
k3bS5WfZ5P2NTgkVSwdbVrveYc25iXiEHYfZfVruBGq,SolFiV2,0.027,1
moat5sFf2DwfL53x8WP8vZCMf5jP6W9k37G9Ex32nXH,HumidiFi,0.009,1
o721S2ZPSjJTEC9B5HgXdqZFPVq1avjKzRfZpTKjV9g,HumidiFi,0.252,1
o721S2ZPSjJTEC9B5HgXdqZFPVq1avjKzRfZpTKjV9g,SolFiV2,0.18,1
o721S2ZPSjJTEC9B5HgXdqZFPVq1avjKzRfZpTKjV9g,ZeroFi,0.126,1
o721S2ZPSjJTEC9B5HgXdqZFPVq1avjKzRfZpTKjV9g,GoonFi,0.045,1
o721S2ZPSjJTEC9B5HgXdqZFPVq1avjKzRfZpTKjV9g,BisonFi,0.036,1
o721S2ZPSjJTEC9B5HgXdqZFPVq1avjKzRfZpTKjV9g,TesseraV,0.018,1
rvj7Dc3xGh1eVFw9UTRpkxks9cdYyJd4MQk4Bk9zA9b,HumidiFi,0.072,1
rvj7Dc3xGh1eVFw9UTRpkxks9cdYyJd4MQk4Bk9zA9b,BisonFi,0.036,1
rvj7Dc3xGh1eVFw9UTRpkxks9cdYyJd4MQk4Bk9zA9b,TesseraV,0.027,1
rvj7Dc3xGh1eVFw9UTRpkxks9cdYyJd4MQk4Bk9zA9b,GoonFi,0.009,1
rvj7Dc3xGh1eVFw9UTRpkxks9cdYyJd4MQk4Bk9zA9b,SolFiV2,0.009,1
theo9SfM3dKgKFbq4kFVmEXwSQ1pdr61wDqEWXKJpYs,HumidiFi,1.206,1
theo9SfM3dKgKFbq4kFVmEXwSQ1pdr61wDqEWXKJpYs,BisonFi,0.153,1
theo9SfM3dKgKFbq4kFVmEXwSQ1pdr61wDqEWXKJpYs,GoonFi,0.009,1
theo9SfM3dKgKFbq4kFVmEXwSQ1pdr61wDqEWXKJpYs,SolFiV2,0.009,1
theo9SfM3dKgKFbq4kFVmEXwSQ1pdr61wDqEWXKJpYs,TesseraV,0.009,1
xUwUxxg5eLEVfowp1ki2we8JWJjukkriVLY39c55nqa,HumidiFi,0.09,1
xUwUxxg5eLEVfowp1ki2we8JWJjukkriVLY39c55nqa,BisonFi,0.036,1
xUwUxxg5eLEVfowp1ki2we8JWJjukkriVLY39c55nqa,GoonFi,0.018,1
y23RmrqysEDtAL2MaN81vSoTQu7kCGLE2sCz9XaZBup,HumidiFi,0.225,1
y23RmrqysEDtAL2MaN81vSoTQu7kCGLE2sCz9XaZBup,GoonFi,0.153,1
y23RmrqysEDtAL2MaN81vSoTQu7kCGLE2sCz9XaZBup,BisonFi,0.036,1
y23RmrqysEDtAL2MaN81vSoTQu7kCGLE2sCz9XaZBup,SolFiV2,0.018,1
y23RmrqysEDtAL2MaN81vSoTQu7kCGLE2sCz9XaZBup,TesseraV,0.009,1
yUwUyoufLrCmjcgURefVzvAfpcaZ2so6be4uDziT9aH,HumidiFi,0.099,1
yUwUyoufLrCmjcgURefVzvAfpcaZ2so6be4uDziT9aH,BisonFi,0.063,1
yUwUyoufLrCmjcgURefVzvAfpcaZ2so6be4uDziT9aH,SolFiV2,0.027,1
yUwUyoufLrCmjcgURefVzvAfpcaZ2so6be4uDziT9aH,ZeroFi,0.009,1
