amm_oracle,validator,transaction_count,mean_latency_us,std_latency_us,pool_trades
ZeroFi,7TYbdqaFpHbLUWBe6fTc19XPweUMN6fB3GBW3TzZWu1i,116,143033.61,92658.95,116
ZeroFi,7U68WfpxJF5W1HjVQ2NCQr5EuKhNSvSRAnmWTk6225Jf,239,146063.34,115605.68,239
ZeroFi,7VZM7YHcX73TpGoXDeBu61g4QKC86GwAEnew8dA7Y2xn,338,190244.32,187811.32,338
ZeroFi,7ZjHeeYEesmBs4N6aDvCQimKdtJX2bs5boXpJmpG2bZJ,273,135278.48,111406.85,273
ZeroFi,7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,1306,189043.11,123315.48,1306
ZeroFi,7cVfgArCheMR6Cs4t6vz5rfnqd56vZq4ndaBrY5xkxXy,4831,189533.18,189036.52,4831
ZeroFi,7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx,121,160315.87,99198.32,121
ZeroFi,7mF8NZJdREuM1uwYcvKffuY9QJBEoHhNp4hZ4NS2fuXW,610,154499.82,109256.23,610
ZeroFi,7nzTzRZzezmugqE5ZjHRMxarhXunpwZ2PUdjV7uYzt7A,324,159291.8,100326.54,324
ZeroFi,7pR7t5axFfkg2VZB1uAuFNUvpAeowq2v15J4gw5MmHTB,126,139560.23,95666.11,126
ZeroFi,7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,1328,149431.03,111689.58,1328
ZeroFi,7tqeaFKsg2K9xKnQWe61w71AtCZVMQvG4hbFAiFAngYw,986,332614.54,69769.36,986
ZeroFi,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,3637,168745.08,108971.73,3637
ZeroFi,7zAHbRxEQaNjKnQMjFm7j8LebHSGfzsQDdm2ZpUNPa7G,37,177838.3,107963.81,37
ZeroFi,84gC25fbFKYueR9WEfreUysk1n3ZFxLFDDjbyqeqGpoW,2301,334532.0,87701.14,2301
ZeroFi,8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c,367,149866.37,100706.15,367
ZeroFi,8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7,354,152825.25,112921.84,354
ZeroFi,8Nvaxzif1NrdvxNkRetjT8xJvd33EHkKVrfL8EDkgaNy,665,318386.01,85512.01,665
ZeroFi,8T8AJfUCXwPFwEMmjca8gCRSktPrqbUBVa6ggNyhLhFJ,764,198429.58,129957.92,764
ZeroFi,8Yq98CFAorqAc3CN7XtMVgKLrBc78wsBvjhAbFr4sNQ5,202,151293.43,104274.54,202
ZeroFi,8ZQg3K1V1Z2BVJkjmnxpi43WKhjPGXphzu5QmBkJibSP,622,187021.09,111281.01,622
ZeroFi,8aPHvzVV91jZF948tykkoF6WfgLHppNfG8Z3V4gCrDix,198,157219.82,105967.63,198
ZeroFi,8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw,286,160447.02,104477.73,286
ZeroFi,8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK,230,140663.14,107544.54,230
ZeroFi,8cnksBVjDPspn3AvmxJd8JKUdh4uWDDXzDemPmDctaHi,287,144939.13,110920.86,287
ZeroFi,8cqck84coxk8TGXYBD95QosKCEA6fKwXLevcEv3oGmu8,459,145985.41,101511.59,459
ZeroFi,8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,337,145543.14,104820.19,337
ZeroFi,8hAYbagNt7CMBooFfqVJhBgLqLffpjXTWJMk8yybjJsN,596,179676.92,111003.48,596
ZeroFi,8j7RdaofeR9jaXWqYTubqooHpcajP7EfhWbR4UKUB4fF,37,163427.92,98822.69,37
ZeroFi,8mhdbYU3PxALpTfDrdTYvk5obaGxL8ATQMvCLXW9SV2L,123,170871.37,104856.98,123
ZeroFi,8n4pc4sCJtBeLfJdGyJn6EcZuhtfTiepRa9ExdJFdmEN,759,159114.47,102899.16,759
ZeroFi,8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr,932,161753.53,107809.07,932
ZeroFi,8pyp3vfVPRziYdAYEyqkwytdBbdVbQmHqfQAVDcRV3w,651,147180.55,100835.16,651
ZeroFi,8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,2420,140727.59,107191.63,2420
ZeroFi,8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,2349,145851.45,107072.65,2349
ZeroFi,8uPW9msN75rfaKiwy8y8NxEX5zSk2WejtVv5YhZr3jCo,222,144753.92,106061.77,222
ZeroFi,8vk6QpG93JSaQCSgnycBsv5qmfQBk4qC9FjNA35E5JhU,540,204448.09,252305.03,540
ZeroFi,8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,388,145089.99,95602.47,388
ZeroFi,91oPXTs2oq8VvJpQ5TnvXakFGnnJSpEB6HFWDtSctwMt,590,148592.54,101810.81,590
ZeroFi,93Q99nhdKjuSe6WNXgMBbC3s8QVQEAoHKt91PNRkUkMn,287,152097.97,106234.24,287
ZeroFi,96XWbKem84optM8RLHhc8EYJQG8CCWA8F6oqWMPHDweN,317,150575.92,108124.59,317
ZeroFi,97jbhVBYcSmwGXjrx5PPWXucDsVBqwyoQ6rzP3B6eeMt,304,175948.84,113720.54,304
ZeroFi,99rG5AhkVagxJ7y8NpMAmy1h1u9GhT3h1Cimu2X3cwaJ,105,163033.66,110441.74,105
ZeroFi,9AW87WqARQonyJYhx1G25fKfvjURFYVmHs79z1NUXDPD,756,155972.31,104055.04,756
ZeroFi,9D3o3EYeknhTrRvXS1PnD2euGXnMFa3HwpYBq5gPZJDA,89,110904.53,108147.07,89
ZeroFi,9FXD1NXrK6xFU8i4gLAgjj2iMEWTqJhSuQN8tQuDfm2e,492,153197.15,106137.59,492
ZeroFi,9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,675,146469.85,111683.34,675
ZeroFi,9PRr9k87HjjdLMRkxtxygidjxVta9VQ1kAsqgLBWXKdQ,386,147626.08,135781.61,386
ZeroFi,9T6SNsBimjCRJpkEjiVsc8AcxTBa1XVA7RjnBGGfWP23,411,141474.97,107628.7,411
ZeroFi,9U4WqNGVywKt3gG9HSt9tGVXBDXJvgid6BVweRysaJmg,206,104047.41,93468.54,206
ZeroFi,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,9879,153020.95,107711.11,9879
ZeroFi,9USijQaAfSzw6gWbHNq68VVigmj3HvffDJYhbK4tfquB,38,116886.05,105499.19,38
ZeroFi,9UbU7oaVXX6t7bMthxzzGPnWumFNxoWqUwX3qsrxb4pp,77,141592.99,115184.4,77
ZeroFi,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,8582,141041.31,111410.95,8582
ZeroFi,9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,474,145404.96,102677.53,474
ZeroFi,9bkyxgYxRrysC1ijd6iByp9idn112CnYTw243fdH2Uvr,338,138304.92,105607.08,338
ZeroFi,9dH6wfdJVgnDcbCUjT8rkmejAzTnGQaFarmLfvBYXANK,125,150740.0,200739.9,125
ZeroFi,9gFxqsXbFyrKXUkqpAatonn47uYZ7sEZSnMxhzQoXrUJ,1000,188454.22,111653.63,1000
ZeroFi,9hQqNe3DQTiwhspatewA8EXhz12e6sq5UJVJ2qNRwnTf,242,148148.95,106895.38,242
ZeroFi,9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,1059,142539.08,107182.16,1059
ZeroFi,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,13050,146081.04,107148.69,13050
ZeroFi,9maF99FLLAMh5v5JKG1ZyRZVBVsT5VkZnAJzDvduCpJa,117,229167.39,142829.28,117
ZeroFi,9n1eEtJJfj1535NYfx524QcCG5aHbf5DH7ejqBrFLBwG,3957,149536.4,110403.4,3957
ZeroFi,9pBHfuE19q7PRbupJf8CZAMwv6RHjasdyMN9U9du7Nx2,417,193094.94,140655.53,417
ZeroFi,9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f,374,156950.24,109187.32,374
ZeroFi,9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,153,145065.23,104969.46,153
ZeroFi,9r2CsyjRTmTRtu8GFk5oJRSQr5YfSENxDkf3eox8iPLa,731,319794.06,69356.62,731
ZeroFi,9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,10836,150166.35,107318.77,10836
ZeroFi,9ueKvL3WiLM4mNUZrfWqPTYY2Np5YwzFTYvAiPibx1Zq,80,156949.81,112101.13,80
ZeroFi,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,7476,152583.59,109068.36,7476
ZeroFi,A23LfQn6khffj2hGhGfXr6P52W2pxrVcCaHVQLYQgiX2,287,153560.37,99807.61,287
ZeroFi,A4hyMd3FyvUJSRafDUSwtLLaQcxRP4r1BRC9w2AJ1to2,902,146121.09,106349.68,902
ZeroFi,A79u1awz7CqnxmNYEVtzWwSzup3eKPNW6w2Jrd56oZ3y,152,134132.6,101605.08,152
ZeroFi,A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,2504,149137.96,107685.55,2504
ZeroFi,ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY,501,157913.87,103608.87,501
ZeroFi,ABREU5YkQcfpDZymoQ97iGUgQcfgjctWUUxEMfumiPdV,35,147531.06,123037.39,35
ZeroFi,ACTGYsH7bHbaSP7z9N86oLPHBThAELbGfTboc1VoFeZz,122,473542.34,325232.03,122
ZeroFi,ACvL73V4GNnxPVfZ7K89jCrYurLyzpEuE9qirjvh2Xmi,954,194966.7,123795.47,954
ZeroFi,ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,307,156304.54,103819.96,307
ZeroFi,AEAJtnjjB19XFreJH21UP8rfd12f9kxMmngwZG3tGXbP,498,129502.88,112684.73,498
ZeroFi,AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD,4515,152706.18,106891.28,4515
ZeroFi,ALPHA6rdHZkx1om79xp47vX1iZXcbM3qfEwLyttZ1T7R,483,152794.1,99116.29,483
ZeroFi,ALp2GdA1eJV8vZHMHazCtTxNXe3BLUSco9LDASgjDs8R,288,140402.2,97995.0,288
ZeroFi,AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,3103,154054.64,113116.55,3103
ZeroFi,ANC1u9sY36q3mi2MyVhtz71un8yLgTsFBUuyLcSPzKsk,1281,166460.21,101223.6,1281
ZeroFi,AWZhUiQjrjtxL8MEMWsCFbMausFQKkdTnDsFW2i411hN,34,189759.62,136306.32,34
ZeroFi,AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,4967,149379.69,104239.69,4967
ZeroFi,AYY1TCe347UZ7zueBmF4MyoFkeEZquRUNVBNoUZiRoew,197,158104.64,107836.87,197
ZeroFi,AaapDdocMdZQaMAF1gXqKX2ixd7YYSxTpKHMcsbcF318,506,161703.09,100991.04,506
ZeroFi,AccReGBNBdUCEJ7ZyP231jw7uVJ3eF9u4cLBFAyqQuWm,106,205276.91,92071.06,106
ZeroFi,AdSHK6vpQnwHRSw7jXUwjMEytmhFwnynZSENhvpAxL1y,106,168648.47,109054.1,106
ZeroFi,AfZTWYoFQbzqCMmUBTD7XwxFvjob1FVyCvkaXRryxtKc,203,143443.55,100656.23,203
ZeroFi,AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,208,148057.16,114204.21,208
ZeroFi,AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq,1754,151637.5,112129.18,1754
ZeroFi,AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,1691,119507.36,98001.41,1691
ZeroFi,AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP,94,140187.73,146408.24,94
ZeroFi,AmhQFcGvH2hjkucP78rn6GMKSbstYwyFpCDVKZUwBGrG,171,120731.49,99383.63,171
ZeroFi,AmjX7CerZbHrU814UeBp2gJC7gANNG3KrP4c3RyD7TSD,510,236798.06,117329.57,510
ZeroFi,AnKWYWA1zktynzWqPC5KQFYWrTEWNny2CAHbAVU9zSXT,78,145680.76,106980.3,78
ZeroFi,AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,885,144432.5,105531.11,885
ZeroFi,AqyRvpjjSN6jWYPxijoJwhmKwJFk6fRYDh9fQZHcJ2o7,759,150149.92,110808.63,759
ZeroFi,ArMBx6veRq33ffEP9sxHafiPRgrtzww4XvbwZbSMfXiM,539,146846.32,110543.39,539
ZeroFi,As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am,118,153261.74,100829.28,118
ZeroFi,AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr,721,156418.88,110032.48,721
ZeroFi,Atom7LRkdXj6MBoWJPgjaetrCMrgB9nnkQBYXTWE8Z3S,107,144792.03,101546.38,107
ZeroFi,Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,378,136637.39,102351.46,378
ZeroFi,AvNsK6uxBBwejyPe7tZqgX4onaCnXTqKQvKRaTe9Ekya,130,102506.15,93787.76,130
ZeroFi,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,6057,150839.29,104796.65,6057
ZeroFi,AwcMVMvmT1aCETVYV42WE1cSMCyNp4vZqVjLsvs6dM4o,495,139046.68,105783.59,495
ZeroFi,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,13177,144575.57,105039.19,13177
ZeroFi,B4dn3WWS95M4qNXaR5NTdkNzhzvTZVqC13E3eLrWhXLa,79,144256.3,107733.68,79
ZeroFi,B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,109,141073.66,113565.59,109
ZeroFi,BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,230,163065.2,133816.8,230
ZeroFi,BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,529,167826.83,108671.78,529
ZeroFi,BFMufPp4wW276nFzB7FVHgtY8FTahzn53kxxJaNpPGu6,370,138400.77,106487.4,370
ZeroFi,BJvrWSfonXnS2Km8iA9KLY6D6vS3GcsaUwUNPFBumTca,247,159738.17,100222.93,247
ZeroFi,BLUEHGDihXD9CqqC5XFSQzDC3aS5jASohb2BAsXaJokR,375,151217.76,108117.66,375
ZeroFi,BM2vE2QqkB9fGtC34WPtM8drbgta13SBkhRq6dRG9J4J,42,145990.86,99563.82,42
ZeroFi,BNtHBLo1L2vAG7PBQ6mJvWz7GqVPxBnioXsY2Gjtubrg,596,153624.13,109261.79,596
ZeroFi,BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT,366,216513.52,158633.82,366
ZeroFi,BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,815,148682.51,108759.64,815
ZeroFi,BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,133,169615.9,104465.03,133
ZeroFi,BSMe78Jk1BfeJDdHQj1aXVjrT2aMAYidyNAGQsTshrk,115,130356.71,102837.82,115
ZeroFi,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,5981,147192.25,106455.59,5981
ZeroFi,BULKzVM41WAyQZfL34vxqdsYwEYH9mJAJyzRS4xraf8b,577,151189.29,107876.06,577
ZeroFi,BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,4519,152487.08,109255.0,4519
ZeroFi,BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,2137,155251.66,112048.11,2137
ZeroFi,BaDhUB1eWfunwD21Tu3WywyYQ9wZx5hS9WXeHHNGZUPy,170,149020.13,111435.25,170
ZeroFi,BeRtYZnaaZLFwYQRPaZcxuuHBmyFBSGP32C8Ls5xnrZP,166,133605.4,108691.37,166
ZeroFi,BeSovDCzhEAfgwDyXBuhmCFKsu5WQ3PaX61GEfteNzXM,479,130643.66,109280.37,479
ZeroFi,BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb,1375,147065.37,104622.87,1375
ZeroFi,BfgMdL4FaNHp5zZpD7WMYG5sZUrCWQPEjXDwWS7M5q3F,1701,528601.35,164641.94,1701
ZeroFi,Bi9kKNxfW2XqgCmLcuhHt6A3x55GuAGmrVZxRHLyVoQ4,502,141730.38,165675.56,502
ZeroFi,BiGcsiuFCLuiTzXoQgfLdge9sfpwr55YzdT8Kp7bCXmS,944,98059.59,90405.8,944
ZeroFi,BiU1DNow77wGwSXW1bLmkcQe2cuySpkbz7xtbitD9Fmk,155,173405.74,120950.11,155
ZeroFi,BirdeyeK5yooepHNNgaW2bGGDD2jmib4oSRFTHyELbZ1,224,160737.93,107397.71,224
ZeroFi,BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh,404,139965.21,105940.86,404
ZeroFi,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,9463,151061.08,107998.12,9463
ZeroFi,BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as,615,137202.32,103446.12,615
ZeroFi,Bs19Z9SokV1s46jutN9tqqaCgYf1GsVyyytVfkzwn9qK,418,147285.14,99285.67,418
ZeroFi,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,8211,151869.72,107005.76,8211
ZeroFi,BuoZ7q6faiJNTN24r7Kcj8dp96axs5XPEKXmWGsh2pDE,394,347098.97,73015.05,394
ZeroFi,BuonuQoAR74GoMwCFhxKWVWWSGGt2wfbNmQ3cizaJ97G,38,150528.89,98907.57,38
ZeroFi,BxkAkLR2W3agWtjMXBNvhxmB8vsn7zhjNQcyfost99KY,347,152171.73,100033.76,347
ZeroFi,By8MseMKtZQQaQjMHJiyetmc5AC8RZZv8C2ss33ktrHt,381,152535.7,111242.3,381
ZeroFi,ByszyWdqC3rVMWy8f6jwK5cmwkpwYdwsr7UL58xS5vnm,398,151339.36,106741.27,398
ZeroFi,C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,2961,121500.91,99738.18,2961
ZeroFi,C4bgengueVA9cRcprjutgu9XgvgoaaFnCqvpZaPy27xx,109,135555.96,99195.91,109
ZeroFi,CARBN9PY1Qej1aCg4885pfoYH8EHfjWuMy59pVa48ky,38,162136.55,103228.96,38
ZeroFi,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,11890,150495.07,108787.85,11890
ZeroFi,CBUGET5PnvLc3HvEeFYj64iTvdKhYV6pujTPDdDh785K,165,156419.07,101870.48,165
ZeroFi,CEL22Qx7p85qY6gmhCZaYJrrnynJitkVRMQo6qZdT8Ns,450,145415.8,109325.07,450
ZeroFi,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,4672,176208.21,116678.43,4672
ZeroFi,CLsFr1KZVbAyz16iFpwg2e4hiekR1unpwyxfNdjBMaoE,785,175179.02,92139.74,785
ZeroFi,CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,2770,151056.44,102428.75,2770
ZeroFi,CPcDFHCAKkr5Kp9T5aQWJhXV5J6iFj141NMQ87L6poPL,681,148738.63,99809.16,681
ZeroFi,CRNyGD7xNPThLjNviGdxoAiHpQXZKx3UeyCfrxnmTi8r,102,122506.18,108190.8,102
ZeroFi,CTDGxTK789ZvhgyHZHtSnxTtysbyY1mrywXEJiYYqXxC,519,132696.06,105723.85,519
ZeroFi,CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y,253,162859.11,109187.9,253
ZeroFi,CVRr5oHCAAooVbYze7CvXtRp4FUtkMCSqBZU7MVu8v8e,362,152879.4,108247.66,362
ZeroFi,CVgwMrWo9chKEuEPCe6Za9KJe8jamnAcoeWzaMeNubr6,77,147959.99,105988.8,77
ZeroFi,CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm,811,158852.5,102202.48,811
ZeroFi,CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,5730,324437.14,73787.72,5730
ZeroFi,CXPeim1wQMkcTvEHx9QdhgKREYYJD8bnaCCqPRwJ1to1,2131,140892.94,103340.84,2131
ZeroFi,CZanBzZHFzrGY5qKzaX3CNhJ5smHEMTWFFnoeUi4J6dr,194,160511.49,118060.51,194
ZeroFi,CaveyttUBTKttncu1e4RF814XjuoGfYv8cEsiKGDNCPX,2063,195988.91,99219.5,2063
ZeroFi,Certusm1sa411sMpV9FPqU5dXAYhmmhygvxJ23S6hJ24,990,153800.35,185781.7,990
ZeroFi,CfgRXmp1LEYr97EaT2RyoL2cSvtWgJh52Bes89RxVSoW,3547,160113.71,103769.82,3547
ZeroFi,ChaossRPGKnsVhX1GfPC78yq5Sqju4cMThcAsKZNz5d6,147,144201.18,111271.85,147
ZeroFi,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,11207,203586.23,139704.26,11207
ZeroFi,CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB,345,175579.31,124318.36,345
ZeroFi,CjmXSapt1ouz3CZzgkRJckBEwMSo5fVdVrizLeRscwYD,434,150054.15,111447.17,434
ZeroFi,CkCMabrc3HgBgDkeKPXkbWuQpUuSqW7zs1Mg3HFArx61,623,165407.19,103574.57,623
ZeroFi,CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,3882,153296.15,106539.1,3882
ZeroFi,Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA,1252,244995.34,298828.57,1252
ZeroFi,CpNnGGhgVATJAbzHUXdrcGfpPiGuZyPka4QUmH7YgavX,112,192282.14,113064.23,112
ZeroFi,CpgSfd6QUoBw1267rTtJoZhELqC5q7isKLojBifSbNEE,376,149952.15,99325.36,376
ZeroFi,CpuDNi3iVoHXbaT8gHpzKe6rqeBasoYjEKi21q7NRVJS,222,129845.6,107218.18,222
ZeroFi,Crg1X8FftV44NmwfFvgREjanBQmyyS7NEu6duLU7Cyy6,516,152534.53,106004.09,516
ZeroFi,CtvdyHYt8cMuGVHFarV2RADfoCdnrbd8e9jAsB225uMW,339,156488.91,102001.98,339
ZeroFi,CtzN7ysR5rX69qd168Aosbuc83mPozhi81bEHbG7ecNP,134,168054.99,126752.23,134
ZeroFi,Cu9Ls6dsTL6cxFHZdStHwVSh1uy2ynXz8qPJMS5FRq86,700,155489.8,106019.13,700
ZeroFi,CwhdMezLucz7bcuWzStpLXgrzKGC2tBBiaVmJZjfprRN,235,122970.82,110176.88,235
ZeroFi,CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,2816,151795.78,106694.82,2816
ZeroFi,D1A4F2yh38JLQExKjDiCi4G2tCMwj93c3sikseSSePKe,250,150616.96,108928.42,250
ZeroFi,D1Vbgkrhp1TmLGhfUD1urRMx5Ntz9AqQpgdX8DR8QMC1,179,147810.63,100008.07,179
ZeroFi,D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,534,147632.29,105552.31,534
ZeroFi,D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz,584,155412.01,100574.24,584
ZeroFi,D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG,563,152945.44,109709.11,563
ZeroFi,D8kuk3qEiVBGwYkuMGKfBDwuRi6jjRkzjAZg45fdaRLx,173,138998.06,102200.15,173
ZeroFi,D8xKNftHzFcCekENuTEcFC1eoL9y8wNHEg4Q5z57KK4e,414,137514.54,108804.51,414
ZeroFi,DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA,1516,147060.52,102537.12,1516
ZeroFi,DCKyEmMENQMtLXgbmUoHRmgP9XdJ9HsR5WxrKnSDCzKA,190,159757.99,104236.4,190
ZeroFi,DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv,382,150460.38,100289.64,382
ZeroFi,DDnAqxJVFo2GVTujibHt5cjevHMSE9bo8HJaydHoshdp,478,152967.16,103355.41,478
ZeroFi,DEU4agzdUCA5oZ1QSLxCyZb1smvdu5j1NXXsK2r823Uu,69,160384.9,96019.52,69
ZeroFi,DEgenZMznWXvg5YHaZM75arVTauV453SeXX1UrxcGNup,108,130291.1,97758.05,108
ZeroFi,DKSy9mQn63487j7oXHxqmykLEYUA3akTHm1QNPgDLGN8,64,89800.75,124818.79,64
ZeroFi,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,7708,154903.12,108183.21,7708
ZeroFi,DP9iBgK9c7tJYb83KhxQMFNc1LXYu7nE7EhWpEzQnjmg,308,155612.46,106277.95,308
ZeroFi,DRFh448Zz6AaHLJPZTgSw4fwv3eu776Db5RYEY4BqT7X,280,85810.64,85395.63,280
ZeroFi,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,32457,145393.36,110533.46,32457
ZeroFi,DSRVdh9PQaqAcFtMCbJhyD4yMD5H2EeHNzdbqWctRY4E,56,146424.8,120411.64,56
ZeroFi,DTELykegBxxEn9c15GbH1zbYFr9CFd8VHQnhTGfz5JLb,96,133497.71,117763.72,96
ZeroFi,DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,4579,328764.35,73947.94,4579
ZeroFi,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,6298,137386.6,111350.72,6298
ZeroFi,DViARWAWKkxAzp4UCgbw5B9pLSrBY3PaztFErcwgVUKX,349,142141.01,99735.42,349
ZeroFi,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,8384,180924.38,116698.15,8384
ZeroFi,DZKTNGR3r4Akj3G42ReZatKhkmgEXoZjk5Ed2tFwRyqm,333,145621.82,109051.88,333
ZeroFi,DZVqmD4QqSWM2gUyEXdQhvt4u3NZtCRxdsn2n2nNiBRL,3177,177810.32,93736.69,3177
ZeroFi,DZVySotZvrvJyVAcgjFtUDm93zoCaq9wBruMAUz83CWW,1737,168945.17,187633.98,1737
ZeroFi,DZv25oNCWFvGXu9tH63BiAXvG94syweGZhbvdN3HxDxT,2852,99073.1,79107.83,2852
ZeroFi,DeXsDvvZzKhVux4YfDFE6p4acJLGzr8yKt5pSTjzZB8t,703,236337.95,111985.75,703
ZeroFi,DeepM3FDWaAb7o53rvyZk5YvHLG3FvDiVXJLRY78z51p,241,146992.24,109390.64,241
ZeroFi,DiFeTctQSaNczJNmZ5121kYqLaBe9wDpM9sjCzTELJLE,281,117563.79,108073.24,281
ZeroFi,Diman2GphWLwECE3swjrAEAJniezpYLxK1edUydiDZau,1045,147304.48,120441.76,1045
ZeroFi,DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL,270,139794.1,104341.02,270
ZeroFi,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,4370,173864.07,123094.55,4370
